 written on  7Jul2026 at 13:18:25 
         100
          21
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1
    3    0    0    2  100   -0.000045   -0.000029
    3    0    0    3  100    0.000141   -0.000011
    3    0    0    4  100   -0.000307    0.000012
    3    0    0    5  100    0.000207   -0.000016
    3    0    0    6  100   -0.000196   -0.000013
    3    0    0    7  100   -0.000213   -0.000006
    3    0    0    8  100   -0.000575   -0.000014
    3    0    0    9  100   -0.000020    0.000004
    3    0    0   10  100   -0.000111   -0.000008
    3    0    0   11  100    0.000352    0.000006
    3    0    0   12  100    0.000460    0.000006
    3    0    0   13  100    0.000337   -0.000027
    3    0    0   14  100   -0.000271    0.000021
    3    0    0   15  100   -0.000074   -0.000022
    3    0    0   16  100   -0.000089   -0.000001
    3    0    0   17  100    0.000154    0.000010
    3    0    0   18  100   -0.000028   -0.000000
    3    0    0   19  100    0.000364    0.000012
    3    0    0   20  100   -0.000002   -0.000021
    3    0    0   21  100    0.000150    0.000001
    3    0    0   22  100   -0.000440   -0.000013
    3    0    0   23  100    0.000197    0.000009
    3    0    0   24  100   -0.000453   -0.000031
    3    0    0   25  100   -0.000077   -0.000006
    3    0    0   26  100    0.000527   -0.000008
    3    0    0   27  100   -0.000036    0.000015
    3    0    0   28  100   -0.000028    0.000011
    3    0    0   29  100   -0.000167   -0.000012
    3    0    0   30  100   -0.000249   -0.000000
    3    0    0   31  100    0.000075    0.000005
    3    0    0   32  100   -0.000356    0.000001
    3    0    0   33  100   -0.000135   -0.000006
    3    0    0   34  100   -0.000326   -0.000003
    3    0    0   35  100    0.000629   -0.000019
    3    0    0   36  100   -0.000050    0.000008
    3    0    0   37  100    0.000477   -0.000008
    3    0    0   38  100   -0.000067   -0.000001
    3    0    0   39  100   -0.000391    0.000035
    3    0    0   40  100    0.000120   -0.000016
    3    0    0   41  100   -0.000015    0.000013
    3    0    0   42  100    0.000273    0.000012
    3    0    0   43  100    0.000103    0.000009
    3    0    0   44  100   -0.000144   -0.000014
    3    0    0   45  100    0.000118    0.000001
    3    0    0   46  100   -0.000224    0.000021
    3    0    0   47  100    0.000888   -0.000030
    3    0    0   48  100   -0.000236    0.000002
    3    0    0   49  100   -0.000058    0.000000
    3    0    0   50  100    0.000032   -0.000001
    3    0    0   51  100    0.000007    0.000000
    3    0    0   52  100    0.000041   -0.000001
    3    0    0   53  100   -0.000018    0.000002
    3    0    0   54  100   -0.000034   -0.000002
    3    0    0   55  100    0.000153   -0.000006
    3    0    0   56  100   -0.000013   -0.000006
    3    0    0   57  100    0.000075    0.000001
    3    0    0   58  100    0.000053    0.000001
    3    0    0   59  100    0.001134   -0.000008
    3    0    0   60  100    0.000820    0.000003
    3    0    0   61  100   -0.000220    0.000047
    3    0    0   62  100   -0.001555    0.000010
    3    0    0   63  100    0.000059   -0.000057
    3    0    0   64  100    0.000614    0.000008
    3    0    0   65  100    0.000405    0.000005
    3    0    0   66  100    0.000543   -0.000009
    3    0    0   67  100   -0.000362   -0.000015
    3    0    0   68  100    0.000555   -0.000003
    3    0    0   69  100   -0.000084    0.000083
    3    0    0   70  100   -0.000879   -0.000090
    3    0    0   71  100   -0.000054   -0.000049
    3    0    0   72  100    0.000556   -0.000022
    3    0    0   73  100    0.000510   -0.000018
    3    0    0   74  100   -0.000763    0.000017
    3    0    0   75  100    0.000169    0.000054
    3    0    0   76  100   -0.000191    0.000013
    3    0    0   77  100    0.000522   -0.000009
    3    0    0   78  100    0.000216    0.000052
    3    0    0   79  100   -0.000494   -0.000019
    3    0    0   80  100   -0.000166   -0.000024
    3    0    0   81  100    0.000466    0.000009
    3    0    0   82  100    0.000278   -0.000036
    3    0    0   83  100   -0.000032   -0.000016
    3    0    0   84  100   -0.000386   -0.000005
    3    0    0   85  100   -0.000342   -0.000018
    3    0    0   86  100    0.000122    0.000016
    3    0    0   87  100    0.000064    0.000021
    3    0    0   88  100    0.000454   -0.000051
    3    0    0   89  100   -0.001065    0.000042
    3    0    0   90  100    0.000393   -0.000001
    3    0    0   91  100    0.000041   -0.000005
    3    0    0   92  100    0.000069    0.000003
    3    0    0   93  100    0.000370   -0.000001
    3    0    0   94  100    0.000149   -0.000033
    3    0    0   95  100   -0.000300    0.000004
    3    0    0   96  100   -0.000196   -0.000001
    3    0    0   97  100    0.000135   -0.000058
    3    0    0   98  100    0.000363    0.000035
    3    0    0   99  100   -0.000718   -0.000002
    3    0    0  100  100    0.000817   -0.000014
    3    1    0    1    1    0.000012    0.000016
    3    1    0    2    1   -0.000201   -0.000003
    3    1    0    3    1   -0.000011    0.000015
    3    1    0    4    1   -0.000098    0.000001
    3    1    0    5    1    0.000281   -0.000004
    3    1    0    6    1    0.000136    0.000001
    3    1    0    7    1   -0.000142   -0.000002
    3    1    0    8    1   -0.000373   -0.000023
    3    1    0    9    1    0.000159   -0.000012
    3    1    0   10    1   -0.000077   -0.000001
    3    1    0   11    1   -0.000037    0.000002
    3    1    0   12    1   -0.000078    0.000000
    3    1    0   13    1    0.000272    0.000007
    3    1    0   14    1   -0.000189   -0.000009
    3    1    0   15    1    0.000073   -0.000000
    3    1    0   16    1    0.000105    0.000004
    3    1    0   17    1    0.000033   -0.000001
    3    1    0   18    1    0.000088    0.000003
    3    1    0   19    1    0.000039    0.000006
    3    1    0   20    1   -0.000210    0.000002
    3    1    0   21    1    0.000152    0.000009
    3    1    0   22    1    0.000154    0.000016
    3    1    0   23    1   -0.000193   -0.000010
    3    1    0   24    1    0.000027    0.000016
    3    1    0   25    1    0.000175   -0.000006
    3    1    0   26    1    0.000021   -0.000010
    3    1    0   27    1   -0.000190   -0.000005
    3    1    0   28    1    0.000069    0.000002
    3    1    0   29    1    0.000090    0.000010
    3    1    0   30    1   -0.000041   -0.000001
    3    1    0   31    1   -0.000050   -0.000004
    3    1    0   32    1    0.000069    0.000010
    3    1    0   33    1    0.000002    0.000006
    3    1    0   34    1   -0.000010   -0.000006
    3    1    0   35    1   -0.000215    0.000015
    3    1    0   36    1   -0.000187   -0.000021
    3    1    0   37    1    0.000239    0.000006
    3    1    0   38    1   -0.000399   -0.000014
    3    1    0   39    1   -0.000015   -0.000008
    3    1    0   40    1   -0.000293   -0.000001
    3    1    0   41    1    0.000102   -0.000002
    3    1    0   42    1    0.000105   -0.000000
    3    1    0   43    1    0.000045    0.000006
    3    1    0   44    1   -0.000053   -0.000004
    3    1    0   45    1   -0.000060    0.000002
    3    1    0   46    1    0.000169   -0.000009
    3    1    0   47    1   -0.000084    0.000012
    3    1    0   48    1   -0.000024   -0.000003
    3    1    0   49    1   -0.000010   -0.000000
    3    1    0   50    1   -0.000043   -0.000002
    3    1    0   51    1    0.000010    0.000000
    3    1    0   52    1   -0.000050    0.000000
    3    1    0   53    1   -0.000027   -0.000000
    3    1    0   54    1   -0.000023   -0.000000
    3    1    0   55    1    0.000036   -0.000000
    3    1    0   56    1    0.000122   -0.000002
    3    1    0   57    1    0.000054   -0.000002
    3    1    0   58    1   -0.000111   -0.000000
    3    1    0   59    1   -0.000313   -0.000011
    3    1    0   60    1   -0.000281    0.000000
    3    1    0   61    1   -0.000030   -0.000004
    3    1    0   62    1   -0.000132    0.000021
    3    1    0   63    1    0.000531    0.000008
    3    1    0   64    1    0.000217    0.000028
    3    1    0   65    1   -0.000093   -0.000001
    3    1    0   66    1   -0.000105   -0.000002
    3    1    0   67    1    0.000310    0.000002
    3    1    0   68    1    0.000060    0.000007
    3    1    0   69    1   -0.000243   -0.000019
    3    1    0   70    1   -0.001092   -0.000064
    3    1    0   71    1    0.000128    0.000016
    3    1    0   72    1   -0.000014   -0.000013
    3    1    0   73    1   -0.000199    0.000006
    3    1    0   74    1    0.000360    0.000008
    3    1    0   75    1    0.000009   -0.000013
    3    1    0   76    1   -0.000207   -0.000006
    3    1    0   77    1    0.000633    0.000043
    3    1    0   78    1   -0.000180   -0.000037
    3    1    0   79    1   -0.000340    0.000010
    3    1    0   80    1    0.000049    0.000010
    3    1    0   81    1   -0.000101    0.000002
    3    1    0   82    1    0.000124   -0.000026
    3    1    0   83    1   -0.000202   -0.000006
    3    1    0   84    1   -0.000162    0.000001
    3    1    0   85    1    0.000177   -0.000004
    3    1    0   86    1    0.000149   -0.000016
    3    1    0   87    1    0.000107   -0.000015
    3    1    0   88    1   -0.000144    0.000008
    3    1    0   89    1    0.000138   -0.000005
    3    1    0   90    1   -0.000503    0.000000
    3    1    0   91    1   -0.000064   -0.000010
    3    1    0   92    1   -0.000242    0.000004
    3    1    0   93    1   -0.000034   -0.000012
    3    1    0   94    1    0.000001   -0.000008
    3    1    0   95    1    0.000100   -0.000002
    3    1    0   96    1   -0.000002    0.000008
    3    1    0   97    1    0.000392   -0.000016
    3    1    0   98    1    0.000136    0.000006
    3    1    0   99    1    0.000142   -0.000009
    3    1    0  100    1    0.000238   -0.000004
    3    1    0    1    2   -0.000085    0.000016
    3    1    0    2    2   -0.000026    0.000003
    3    1    0    3    2   -0.000206    0.000001
    3    1    0    4    2    0.000002    0.000004
    3    1    0    5    2    0.000185   -0.000013
    3    1    0    6    2    0.000105    0.000013
    3    1    0    7    2    0.000021    0.000015
    3    1    0    8    2    0.000031    0.000041
    3    1    0    9    2    0.000398    0.000027
    3    1    0   10    2   -0.000045   -0.000004
    3    1    0   11    2   -0.000016   -0.000002
    3    1    0   12    2    0.000124   -0.000000
    3    1    0   13    2    0.000006   -0.000007
    3    1    0   14    2    0.000022    0.000008
    3    1    0   15    2    0.000100    0.000006
    3    1    0   16    2    0.000173    0.000002
    3    1    0   17    2   -0.000021   -0.000004
    3    1    0   18    2    0.000212    0.000012
    3    1    0   19    2   -0.000187    0.000004
    3    1    0   20    2    0.000024   -0.000000
    3    1    0   21    2   -0.000165    0.000008
    3    1    0   22    2    0.000134    0.000029
    3    1    0   23    2   -0.000035   -0.000029
    3    1    0   24    2    0.000022    0.000024
    3    1    0   25    2    0.000000    0.000004
    3    1    0   26    2   -0.000216    0.000000
    3    1    0   27    2   -0.000065   -0.000009
    3    1    0   28    2    0.000080   -0.000010
    3    1    0   29    2    0.000229    0.000021
    3    1    0   30    2    0.000070    0.000004
    3    1    0   31    2   -0.000136    0.000000
    3    1    0   32    2    0.000076    0.000007
    3    1    0   33    2    0.000324    0.000003
    3    1    0   34    2    0.000070    0.000021
    3    1    0   35    2    0.000239    0.000001
    3    1    0   36    2   -0.000018   -0.000017
    3    1    0   37    2   -0.000155    0.000017
    3    1    0   38    2   -0.000282   -0.000046
    3    1    0   39    2    0.000022   -0.000029
    3    1    0   40    2   -0.000171   -0.000006
    3    1    0   41    2   -0.000040    0.000010
    3    1    0   42    2   -0.000081   -0.000008
    3    1    0   43    2    0.000109    0.000005
    3    1    0   44    2    0.000126   -0.000007
    3    1    0   45    2    0.000036    0.000004
    3    1    0   46    2    0.000005   -0.000008
    3    1    0   47    2   -0.000440   -0.000013
    3    1    0   48    2    0.000049    0.000025
    3    1    0   49    2    0.000003   -0.000000
    3    1    0   50    2    0.000030    0.000002
    3    1    0   51    2   -0.000024    0.000000
    3    1    0   52    2    0.000002    0.000002
    3    1    0   53    2    0.000006   -0.000000
    3    1    0   54    2   -0.000019    0.000001
    3    1    0   55    2    0.000025   -0.000005
    3    1    0   56    2    0.000073   -0.000000
    3    1    0   57    2    0.000097   -0.000001
    3    1    0   58    2    0.000007   -0.000002
    3    1    0   59    2   -0.000244   -0.000009
    3    1    0   60    2   -0.000469   -0.000013
    3    1    0   61    2    0.000183   -0.000002
    3    1    0   62    2    0.000107    0.000022
    3    1    0   63    2    0.000480    0.000027
    3    1    0   64    2    0.000438    0.000033
    3    1    0   65    2   -0.000192    0.000001
    3    1    0   66    2   -0.000184    0.000006
    3    1    0   67    2   -0.000024    0.000005
    3    1    0   68    2    0.000306   -0.000003
    3    1    0   69    2    0.000017   -0.000012
    3    1    0   70    2   -0.001055   -0.000040
    3    1    0   71    2    0.000179    0.000067
    3    1    0   72    2   -0.000092   -0.000002
    3    1    0   73    2    0.000026    0.000018
    3    1    0   74    2    0.000278    0.000015
    3    1    0   75    2   -0.000033   -0.000034
    3    1    0   76    2    0.000141   -0.000014
    3    1    0   77    2   -0.000474   -0.000030
    3    1    0   78    2   -0.000298   -0.000019
    3    1    0   79    2   -0.000421   -0.000026
    3    1    0   80    2    0.000062   -0.000014
    3    1    0   81    2   -0.000070    0.000000
    3    1    0   82    2   -0.000106    0.000006
    3    1    0   83    2   -0.000242   -0.000010
    3    1    0   84    2   -0.000001    0.000003
    3    1    0   85    2    0.000230   -0.000009
    3    1    0   86    2    0.000173   -0.000035
    3    1    0   87    2    0.000152   -0.000023
    3    1    0   88    2    0.000210    0.000010
    3    1    0   89    2   -0.000038   -0.000025
    3    1    0   90    2   -0.000337   -0.000003
    3    1    0   91    2    0.000004   -0.000034
    3    1    0   92    2   -0.000425   -0.000014
    3    1    0   93    2    0.000097   -0.000012
    3    1    0   94    2   -0.000129    0.000011
    3    1    0   95    2    0.000083    0.000006
    3    1    0   96    2    0.000158    0.000008
    3    1    0   97    2    0.001080    0.000053
    3    1    0   98    2   -0.000368   -0.000045
    3    1    0   99    2    0.000276    0.000055
    3    1    0  100    2   -0.000012    0.000016
    3    1    0    1    3    0.000044    0.000013
    3    1    0    2    3   -0.000099   -0.000001
    3    1    0    3    3    0.000046    0.000008
    3    1    0    4    3   -0.000039    0.000005
    3    1    0    5    3    0.000164    0.000001
    3    1    0    6    3    0.000246    0.000004
    3    1    0    7    3   -0.000069   -0.000005
    3    1    0    8    3    0.000203   -0.000040
    3    1    0    9    3    0.000128    0.000003
    3    1    0   10    3   -0.000035   -0.000001
    3    1    0   11    3   -0.000084   -0.000001
    3    1    0   12    3   -0.000095   -0.000001
    3    1    0   13    3    0.000043    0.000009
    3    1    0   14    3    0.000037   -0.000010
    3    1    0   15    3    0.000081   -0.000005
    3    1    0   16    3    0.000050    0.000001
    3    1    0   17    3    0.000033    0.000002
    3    1    0   18    3    0.000049   -0.000003
    3    1    0   19    3    0.000081    0.000004
    3    1    0   20    3   -0.000090   -0.000001
    3    1    0   21    3    0.000073    0.000008
    3    1    0   22    3    0.000053    0.000010
    3    1    0   23    3   -0.000157   -0.000006
    3    1    0   24    3    0.000012    0.000016
    3    1    0   25    3    0.000111    0.000003
    3    1    0   26    3    0.000056   -0.000003
    3    1    0   27    3   -0.000088   -0.000007
    3    1    0   28    3   -0.000030    0.000008
    3    1    0   29    3   -0.000081   -0.000002
    3    1    0   30    3   -0.000187   -0.000012
    3    1    0   31    3    0.000044   -0.000003
    3    1    0   32    3    0.000039    0.000005
    3    1    0   33    3   -0.000122    0.000001
    3    1    0   34    3    0.000134    0.000001
    3    1    0   35    3   -0.000206    0.000006
    3    1    0   36    3   -0.000083   -0.000013
    3    1    0   37    3    0.000215    0.000004
    3    1    0   38    3   -0.000154   -0.000014
    3    1    0   39    3   -0.000003   -0.000002
    3    1    0   40    3   -0.000167   -0.000007
    3    1    0   41    3    0.000167    0.000002
    3    1    0   42    3    0.000146    0.000009
    3    1    0   43    3   -0.000037    0.000006
    3    1    0   44    3   -0.000037   -0.000005
    3    1    0   45    3    0.000005   -0.000004
    3    1    0   46    3    0.000076   -0.000007
    3    1    0   47    3   -0.000098    0.000007
    3    1    0   48    3    0.000094   -0.000011
    3    1    0   49    3    0.000001   -0.000001
    3    1    0   50    3   -0.000012   -0.000003
    3    1    0   51    3    0.000012    0.000001
    3    1    0   52    3   -0.000019   -0.000001
    3    1    0   53    3   -0.000022   -0.000000
    3    1    0   54    3    0.000023    0.000001
    3    1    0   55    3    0.000011    0.000002
    3    1    0   56    3    0.000013   -0.000001
    3    1    0   57    3    0.000016   -0.000002
    3    1    0   58    3   -0.000066   -0.000000
    3    1    0   59    3   -0.000244   -0.000002
    3    1    0   60    3   -0.000088   -0.000005
    3    1    0   61    3   -0.000001   -0.000007
    3    1    0   62    3   -0.000284    0.000007
    3    1    0   63    3    0.000087   -0.000004
    3    1    0   64    3    0.000131    0.000013
    3    1    0   65    3   -0.000037   -0.000006
    3    1    0   66    3   -0.000019   -0.000007
    3    1    0   67    3    0.000059    0.000004
    3    1    0   68    3   -0.000247    0.000006
    3    1    0   69    3   -0.000055   -0.000016
    3    1    0   70    3   -0.000964   -0.000078
    3    1    0   71    3    0.000236    0.000005
    3    1    0   72    3   -0.000186   -0.000013
    3    1    0   73    3    0.000111    0.000004
    3    1    0   74    3    0.000230    0.000009
    3    1    0   75    3    0.000019    0.000002
    3    1    0   76    3   -0.000116   -0.000003
    3    1    0   77    3   -0.000217    0.000067
    3    1    0   78    3    0.000236   -0.000007
    3    1    0   79    3   -0.000301    0.000016
    3    1    0   80    3   -0.000460    0.000012
    3    1    0   81    3   -0.000195   -0.000005
    3    1    0   82    3    0.000195   -0.000029
    3    1    0   83    3   -0.000069   -0.000008
    3    1    0   84    3   -0.000032   -0.000006
    3    1    0   85    3    0.000023    0.000007
    3    1    0   86    3    0.000061    0.000013
    3    1    0   87    3    0.000137    0.000014
    3    1    0   88    3   -0.000070    0.000001
    3    1    0   89    3   -0.000219    0.000007
    3    1    0   90    3   -0.000260   -0.000006
    3    1    0   91    3   -0.000021   -0.000002
    3    1    0   92    3   -0.000085    0.000011
    3    1    0   93    3   -0.000116   -0.000007
    3    1    0   94    3    0.000117   -0.000025
    3    1    0   95    3    0.000114    0.000002
    3    1    0   96    3   -0.000060    0.000002
    3    1    0   97    3    0.000075   -0.000007
    3    1    0   98    3    0.000027   -0.000008
    3    1    0   99    3    0.000187   -0.000016
    3    1    0  100    3    0.000267   -0.000014
    3    1    0    1    4   -0.000007    0.000003
    3    1    0    2    4    0.000074    0.000007
    3    1    0    3    4   -0.000017    0.000003
    3    1    0    4    4    0.000086   -0.000001
    3    1    0    5    4   -0.000066   -0.000010
    3    1    0    6    4    0.000002   -0.000002
    3    1    0    7    4   -0.000044   -0.000000
    3    1    0    8    4   -0.000024   -0.000010
    3    1    0    9    4    0.000079   -0.000003
    3    1    0   10    4   -0.000060    0.000001
    3    1    0   11    4    0.000015    0.000002
    3    1    0   12    4   -0.000060   -0.000002
    3    1    0   13    4   -0.000060   -0.000006
    3    1    0   14    4    0.000103    0.000003
    3    1    0   15    4   -0.000074   -0.000011
    3    1    0   16    4   -0.000028    0.000003
    3    1    0   17    4    0.000193   -0.000003
    3    1    0   18    4   -0.000072   -0.000001
    3    1    0   19    4    0.000047    0.000006
    3    1    0   20    4   -0.000114   -0.000001
    3    1    0   21    4    0.000063    0.000007
    3    1    0   22    4   -0.000017   -0.000005
    3    1    0   23    4   -0.000051    0.000008
    3    1    0   24    4   -0.000036    0.000005
    3    1    0   25    4    0.000024   -0.000004
    3    1    0   26    4    0.000020   -0.000003
    3    1    0   27    4   -0.000101    0.000003
    3    1    0   28    4    0.000100   -0.000006
    3    1    0   29    4   -0.000062    0.000001
    3    1    0   30    4    0.000067   -0.000008
    3    1    0   31    4   -0.000069    0.000003
    3    1    0   32    4   -0.000011    0.000002
    3    1    0   33    4    0.000065   -0.000002
    3    1    0   34    4   -0.000009   -0.000003
    3    1    0   35    4    0.000074    0.000003
    3    1    0   36    4    0.000017    0.000007
    3    1    0   37    4   -0.000028    0.000019
    3    1    0   38    4    0.000042   -0.000014
    3    1    0   39    4    0.000061   -0.000018
    3    1    0   40    4   -0.000088    0.000003
    3    1    0   41    4    0.000050    0.000000
    3    1    0   42    4    0.000101   -0.000002
    3    1    0   43    4    0.000126   -0.000000
    3    1    0   44    4   -0.000021   -0.000008
    3    1    0   45    4   -0.000104    0.000001
    3    1    0   46    4   -0.000110   -0.000009
    3    1    0   47    4    0.000006    0.000021
    3    1    0   48    4   -0.000035    0.000002
    3    1    0   49    4   -0.000014    0.000003
    3    1    0   50    4   -0.000007   -0.000001
    3    1    0   51    4   -0.000024   -0.000001
    3    1    0   52    4   -0.000028   -0.000001
    3    1    0   53    4    0.000014    0.000001
    3    1    0   54    4   -0.000006   -0.000001
    3    1    0   55    4    0.000032   -0.000001
    3    1    0   56    4   -0.000021   -0.000002
    3    1    0   57    4    0.000035   -0.000002
    3    1    0   58    4    0.000021    0.000001
    3    1    0   59    4   -0.000001    0.000000
    3    1    0   60    4   -0.000121    0.000004
    3    1    0   61    4   -0.000085    0.000005
    3    1    0   62    4   -0.000255   -0.000007
    3    1    0   63    4    0.000144   -0.000011
    3    1    0   64    4    0.000159   -0.000013
    3    1    0   65    4   -0.000082    0.000008
    3    1    0   66    4    0.000004    0.000001
    3    1    0   67    4   -0.000189   -0.000001
    3    1    0   68    4    0.000235    0.000001
    3    1    0   69    4   -0.000067    0.000005
    3    1    0   70    4   -0.000156    0.000043
    3    1    0   71    4   -0.000104   -0.000001
    3    1    0   72    4    0.000171   -0.000005
    3    1    0   73    4    0.000143    0.000021
    3    1    0   74    4    0.000152   -0.000007
    3    1    0   75    4   -0.000116   -0.000008
    3    1    0   76    4    0.000028   -0.000021
    3    1    0   77    4   -0.000278    0.000011
    3    1    0   78    4   -0.000266   -0.000031
    3    1    0   79    4   -0.000114    0.000016
    3    1    0   80    4    0.000174   -0.000004
    3    1    0   81    4   -0.000033   -0.000000
    3    1    0   82    4    0.000140   -0.000011
    3    1    0   83    4   -0.000105   -0.000004
    3    1    0   84    4   -0.000331    0.000006
    3    1    0   85    4   -0.000135   -0.000021
    3    1    0   86    4    0.000168    0.000001
    3    1    0   87    4    0.000174    0.000021
    3    1    0   88    4    0.000055   -0.000015
    3    1    0   89    4    0.000125    0.000011
    3    1    0   90    4   -0.000115    0.000005
    3    1    0   91    4   -0.000071    0.000001
    3    1    0   92    4    0.000018    0.000009
    3    1    0   93    4    0.000257   -0.000004
    3    1    0   94    4    0.000110   -0.000017
    3    1    0   95    4    0.000031    0.000010
    3    1    0   96    4   -0.000085   -0.000012
    3    1    0   97    4   -0.000021   -0.000019
    3    1    0   98    4   -0.000299   -0.000008
    3    1    0   99    4   -0.000428   -0.000016
    3    1    0  100    4   -0.000145   -0.000003
    3    1    0    1    5    0.000108    0.000006
    3    1    0    2    5    0.000012    0.000013
    3    1    0    3    5    0.000094   -0.000008
    3    1    0    4    5   -0.000083    0.000004
    3    1    0    5    5   -0.000131   -0.000007
    3    1    0    6    5   -0.000090   -0.000005
    3    1    0    7    5    0.000313   -0.000002
    3    1    0    8    5    0.000034   -0.000035
    3    1    0    9    5    0.000108   -0.000004
    3    1    0   10    5    0.000016   -0.000005
    3    1    0   11    5    0.000116    0.000006
    3    1    0   12    5   -0.000024   -0.000000
    3    1    0   13    5   -0.000348    0.000004
    3    1    0   14    5    0.000151   -0.000010
    3    1    0   15    5   -0.000423   -0.000008
    3    1    0   16    5    0.000078   -0.000006
    3    1    0   17    5   -0.000154    0.000001
    3    1    0   18    5   -0.000008   -0.000002
    3    1    0   19    5   -0.000158   -0.000004
    3    1    0   20    5    0.000182    0.000001
    3    1    0   21    5   -0.000012   -0.000006
    3    1    0   22    5    0.000086   -0.000012
    3    1    0   23    5   -0.000061    0.000013
    3    1    0   24    5    0.000201    0.000002
    3    1    0   25    5    0.000011   -0.000018
    3    1    0   26    5    0.000234   -0.000011
    3    1    0   27    5    0.000128    0.000011
    3    1    0   28    5   -0.000048    0.000009
    3    1    0   29    5   -0.000033   -0.000021
    3    1    0   30    5    0.000014   -0.000002
    3    1    0   31    5    0.000098    0.000000
    3    1    0   32    5   -0.000008    0.000002
    3    1    0   33    5   -0.000148   -0.000001
    3    1    0   34    5    0.000060   -0.000008
    3    1    0   35    5   -0.000083    0.000015
    3    1    0   36    5   -0.000083   -0.000010
    3    1    0   37    5    0.000238   -0.000033
    3    1    0   38    5   -0.000013    0.000038
    3    1    0   39    5   -0.000083    0.000037
    3    1    0   40    5    0.000248    0.000002
    3    1    0   41    5   -0.000241   -0.000007
    3    1    0   42    5   -0.000234    0.000013
    3    1    0   43    5   -0.000209   -0.000001
    3    1    0   44    5    0.000169    0.000009
    3    1    0   45    5    0.000095   -0.000004
    3    1    0   46    5   -0.000338   -0.000009
    3    1    0   47    5    0.000575    0.000013
    3    1    0   48    5    0.000134   -0.000022
    3    1    0   49    5    0.000009    0.000002
    3    1    0   50    5    0.000020    0.000000
    3    1    0   51    5    0.000027    0.000000
    3    1    0   52    5    0.000028    0.000001
    3    1    0   53    5   -0.000026    0.000001
    3    1    0   54    5   -0.000030    0.000003
    3    1    0   55    5   -0.000102    0.000002
    3    1    0   56    5   -0.000095   -0.000003
    3    1    0   57    5   -0.000083   -0.000001
    3    1    0   58    5    0.000069    0.000002
    3    1    0   59    5    0.000108    0.000019
    3    1    0   60    5    0.000398    0.000014
    3    1    0   61    5   -0.000112    0.000007
    3    1    0   62    5   -0.000301   -0.000002
    3    1    0   63    5   -0.000037   -0.000029
    3    1    0   64    5   -0.000189    0.000004
    3    1    0   65    5    0.000254   -0.000003
    3    1    0   66    5   -0.000036    0.000002
    3    1    0   67    5   -0.000232   -0.000020
    3    1    0   68    5   -0.000358   -0.000005
    3    1    0   69    5   -0.000056   -0.000012
    3    1    0   70    5    0.000853    0.000044
    3    1    0   71    5    0.000002   -0.000025
    3    1    0   72    5   -0.000074   -0.000013
    3    1    0   73    5   -0.000271   -0.000001
    3    1    0   74    5   -0.000061   -0.000000
    3    1    0   75    5   -0.000071   -0.000001
    3    1    0   76    5   -0.000231    0.000028
    3    1    0   77    5   -0.000495    0.000067
    3    1    0   78    5   -0.000092   -0.000034
    3    1    0   79    5    0.000595    0.000018
    3    1    0   80    5   -0.000227    0.000033
    3    1    0   81    5    0.000190   -0.000002
    3    1    0   82    5    0.000035   -0.000014
    3    1    0   83    5    0.000180    0.000010
    3    1    0   84    5    0.000113   -0.000000
    3    1    0   85    5   -0.000019    0.000030
    3    1    0   86    5   -0.000176    0.000000
    3    1    0   87    5   -0.000185   -0.000015
    3    1    0   88    5   -0.000290    0.000021
    3    1    0   89    5    0.000145   -0.000001
    3    1    0   90    5   -0.000069   -0.000013
    3    1    0   91    5   -0.000062    0.000008
    3    1    0   92    5   -0.000110    0.000003
    3    1    0   93    5   -0.000151    0.000006
    3    1    0   94    5    0.000156   -0.000032
    3    1    0   95    5   -0.000072   -0.000007
    3    1    0   96    5    0.000119    0.000016
    3    1    0   97    5   -0.000642   -0.000020
    3    1    0   98    5    0.000158    0.000008
    3    1    0   99    5   -0.000228   -0.000026
    3    1    0  100    5   -0.000105   -0.000037
    3    1    0    1    6    0.000098    0.000006
    3    1    0    2    6    0.000154    0.000011
    3    1    0    3    6   -0.000025    0.000003
    3    1    0    4    6    0.000025   -0.000006
    3    1    0    5    6   -0.000226   -0.000004
    3    1    0    6    6   -0.000090   -0.000008
    3    1    0    7    6   -0.000002   -0.000004
    3    1    0    8    6   -0.000514   -0.000018
    3    1    0    9    6    0.000083   -0.000010
    3    1    0   10    6   -0.000109    0.000002
    3    1    0   11    6    0.000017    0.000001
    3    1    0   12    6   -0.000066    0.000001
    3    1    0   13    6   -0.000119    0.000001
    3    1    0   14    6    0.000034   -0.000011
    3    1    0   15    6   -0.000200   -0.000010
    3    1    0   16    6    0.000049    0.000004
    3    1    0   17    6    0.000064   -0.000000
    3    1    0   18    6    0.000000    0.000000
    3    1    0   19    6    0.000036    0.000005
    3    1    0   20    6   -0.000103   -0.000003
    3    1    0   21    6    0.000063    0.000004
    3    1    0   22    6   -0.000041   -0.000016
    3    1    0   23    6   -0.000010    0.000019
    3    1    0   24    6    0.000030   -0.000004
    3    1    0   25    6   -0.000073   -0.000007
    3    1    0   26    6   -0.000105   -0.000009
    3    1    0   27    6   -0.000040    0.000001
    3    1    0   28    6    0.000089   -0.000003
    3    1    0   29    6   -0.000050   -0.000008
    3    1    0   30    6    0.000193   -0.000001
    3    1    0   31    6   -0.000042    0.000001
    3    1    0   32    6    0.000069    0.000002
